district,property_type,bedrooms,bathrooms,size_sqm,year_built,has_garage,has_garden,has_swimming_pool,has_security,is_gated_community,distance_to_cbd_km,road_condition,price_usd
Gasabo,Townhouse,4,3,125,2010,1,1,0,1,0,0.9,Gravel,274900
Kicukiro,Apartment,3,3,89,2007,1,0,0,0,0,0.5,Gravel,204500
Musanze,Apartment,3,3,80,2019,0,1,1,1,0,0.5,Gravel,166100
Gasabo,Standalone Villa,3,3,59,2002,1,0,0,0,0,27.2,Tarmac,275300
Nyarugenge,Townhouse,4,4,125,2013,0,1,0,0,1,1.1,Gravel,317700
Nyarugenge,Townhouse,4,4,141,2019,1,1,0,0,1,0.5,Tarmac,356000
Nyarugenge,Apartment,2,1,51,1991,0,0,0,1,0,3.0,Dirt,167300
Gasabo,Apartment,4,4,126,2008,1,0,0,1,0,7.1,Tarmac,251800
Kicukiro,Apartment,3,2,66,2014,1,1,0,1,0,23.7,Gravel,171800
Musanze,Apartment,4,4,126,2003,0,1,0,1,1,9.6,Tarmac,179600
Nyarugenge,Apartment,3,2,84,1995,1,0,0,1,0,2.6,Tarmac,264200
Gasabo,Townhouse,3,3,78,2001,1,1,1,0,0,22.4,Tarmac,270500
Musanze,Townhouse,5,5,138,2009,1,0,0,0,0,0.5,Tarmac,203000
Gasabo,Standalone Villa,2,2,54,2012,0,1,1,1,0,30.9,Tarmac,286500
Nyarugenge,Townhouse,4,4,125,2019,0,1,0,0,1,0.5,Tarmac,326000
Gasabo,Apartment,3,2,70,2019,0,0,0,1,0,11.2,Tarmac,201400
Huye,Bungalow,3,3,84,2019,1,0,0,0,0,0.5,Gravel,143600
Kicukiro,Apartment,3,2,89,2019,0,0,0,1,0,21.5,Tarmac,153900
Kicukiro,Townhouse,3,3,73,2023,1,1,0,1,0,0.9,Gravel,249200
Gasabo,Bungalow,3,3,116,2005,1,0,0,0,0,0.5,Gravel,240600
Kicukiro,Bungalow,1,1,40,2013,1,0,1,1,0,17.6,Gravel,161100
Rubavu,Apartment,2,1,49,2003,1,1,0,0,1,0.8,Tarmac,122500
Huye,Townhouse,1,1,40,2015,1,0,0,1,0,12.8,Tarmac,74500
Kicukiro,Apartment,5,5,176,1997,1,1,0,0,1,11.0,Gravel,271500
Kicukiro,Apartment,5,5,158,2003,0,0,0,0,0,7.3,Gravel,214100
Nyarugenge,Apartment,3,3,75,2020,1,0,0,0,0,3.8,Gravel,242300
Rubavu,Bungalow,4,3,136,1991,1,0,0,1,1,19.8,Gravel,155400
Nyarugenge,Bungalow,3,2,93,1993,1,1,0,1,1,16.4,Gravel,239700
Kicukiro,Apartment,3,3,93,1990,1,1,0,0,0,4.4,Tarmac,204700
Kicukiro,Standalone Villa,4,4,114,2009,0,1,0,1,1,2.1,Gravel,312200
Nyarugenge,Bungalow,5,5,138,2003,0,0,0,0,0,2.5,Gravel,271400
Gasabo,Standalone Villa,3,2,95,2014,1,0,0,0,0,2.0,Tarmac,332300
Nyarugenge,Standalone Villa,4,4,111,2014,0,1,0,1,0,6.2,Tarmac,353300
Kicukiro,Standalone Villa,2,1,87,1992,1,0,1,0,0,16.2,Gravel,264200
Musanze,Townhouse,5,5,130,1994,0,0,0,1,0,11.9,Gravel,177600
Gasabo,Standalone Villa,1,1,53,2015,0,0,0,1,0,12.7,Dirt,213600
Nyarugenge,Townhouse,3,2,88,1993,0,1,0,0,0,4.8,Tarmac,255200
Kicukiro,Standalone Villa,3,2,94,1996,1,1,0,1,0,3.1,Gravel,270500
Nyarugenge,Apartment,3,2,102,2019,1,0,0,1,1,11.3,Gravel,239200
Gasabo,Apartment,2,1,50,2019,0,0,1,1,0,12.6,Gravel,195300
Nyarugenge,Apartment,5,5,162,2008,1,1,0,0,0,9.5,Tarmac,285600
Nyarugenge,Standalone Villa,2,2,40,2022,0,1,0,1,1,0.5,Tarmac,351000
Nyarugenge,Apartment,3,3,79,2022,0,0,0,1,0,7.1,Gravel,229600
Nyarugenge,Townhouse,2,1,46,2003,1,1,0,0,0,3.4,Tarmac,254700
Nyarugenge,Standalone Villa,3,3,71,1999,1,0,0,0,0,1.7,Dirt,266000
Musanze,Townhouse,3,2,86,2017,0,0,0,0,0,9.5,Tarmac,144200
Gasabo,Bungalow,3,2,95,2003,1,0,0,0,1,2.5,Gravel,222600
Musanze,Townhouse,2,2,70,2005,1,0,0,1,0,19.5,Tarmac,126600
Kicukiro,Bungalow,2,2,63,2010,0,0,0,0,0,2.8,Tarmac,192200
Gasabo,Standalone Villa,3,3,80,2017,0,1,0,0,0,6.5,Gravel,284200
Gasabo,Apartment,4,4,125,2022,1,0,0,0,0,14.1,Tarmac,250300
Kicukiro,Bungalow,4,4,121,1995,0,0,0,1,0,4.1,Gravel,219200
Musanze,Bungalow,2,2,74,2004,0,0,1,1,1,14.1,Tarmac,155000
Nyarugenge,Bungalow,3,2,101,1992,1,1,0,1,1,10.3,Gravel,260300
Musanze,Townhouse,2,1,60,2003,0,1,0,0,1,20.3,Tarmac,115000
Kicukiro,Townhouse,1,1,40,1991,0,0,0,1,0,3.2,Tarmac,182700
Kicukiro,Apartment,3,3,80,2018,0,0,0,0,0,0.9,Tarmac,216600
Gasabo,Townhouse,3,3,81,1993,1,0,0,1,1,4.5,Gravel,259600
Kicukiro,Apartment,2,1,55,2015,1,0,0,0,0,12.3,Tarmac,171400
Kicukiro,Apartment,2,1,64,2001,0,0,0,0,1,4.8,Tarmac,167400
Gasabo,Standalone Villa,1,1,40,1991,0,1,0,0,1,2.4,Gravel,266100
Gasabo,Standalone Villa,4,4,119,2006,1,1,0,0,1,0.5,Tarmac,371000
Nyarugenge,Apartment,5,4,150,1999,1,1,0,0,0,3.0,Gravel,262400
Nyarugenge,Townhouse,2,1,62,2011,1,0,0,1,0,10.0,Gravel,226900
Huye,Bungalow,2,2,52,2010,0,0,0,1,0,1.3,Tarmac,102300
Huye,Townhouse,4,3,106,2004,1,1,0,0,1,3.3,Tarmac,177400
Nyarugenge,Standalone Villa,5,5,123,2010,1,1,0,1,0,0.5,Gravel,398400
Kicukiro,Bungalow,3,3,79,2010,1,0,1,1,1,10.2,Tarmac,265400
Nyarugenge,Apartment,2,1,67,2010,1,1,0,0,0,17.0,Tarmac,198900
Musanze,Townhouse,1,1,40,2021,0,0,0,0,0,6.7,Gravel,98400
Gasabo,Apartment,3,3,86,1994,1,0,0,0,1,0.5,Tarmac,243400
Kicukiro,Standalone Villa,3,2,96,1998,0,0,0,1,0,2.0,Tarmac,286200
Musanze,Standalone Villa,1,1,40,2007,0,1,0,1,0,4.6,Tarmac,141900
Kicukiro,Townhouse,3,2,73,2010,1,0,0,0,0,7.1,Gravel,215500
Nyarugenge,Apartment,1,1,44,1997,1,1,0,0,0,5.5,Gravel,189000
Nyarugenge,Apartment,4,3,136,2023,0,0,0,1,0,19.8,Gravel,235500
Gasabo,Standalone Villa,3,2,73,1999,1,0,0,1,0,22.3,Dirt,234100
Kicukiro,Standalone Villa,1,1,40,2013,0,1,0,1,0,0.9,Tarmac,278500
Kicukiro,Townhouse,3,2,107,2013,1,0,0,0,1,1.2,Tarmac,270700
Gasabo,Apartment,3,2,87,2021,1,0,0,1,1,3.5,Tarmac,265100
Gasabo,Standalone Villa,5,4,116,2022,0,0,1,1,0,4.4,Tarmac,360200
Musanze,Apartment,3,3,69,2023,0,1,0,0,0,7.1,Tarmac,130500
Gasabo,Apartment,2,1,56,2000,0,1,0,1,0,11.9,Tarmac,191900
Kicukiro,Standalone Villa,4,3,102,2020,0,0,0,0,1,1.2,Gravel,281900
Gasabo,Townhouse,2,2,53,2007,0,0,0,0,1,13.0,Tarmac,237100
Huye,Apartment,5,4,150,2012,1,1,0,1,1,7.5,Gravel,183800
Gasabo,Apartment,3,3,111,2011,0,0,1,0,0,31.7,Tarmac,220800
Kicukiro,Standalone Villa,3,3,85,2007,1,0,0,1,1,8.4,Dirt,262000
Rubavu,Apartment,2,2,76,2009,0,0,0,0,0,10.1,Gravel,94100
Musanze,Standalone Villa,3,3,111,2002,1,1,0,1,1,1.7,Gravel,211700
Gasabo,Standalone Villa,4,3,141,1990,0,0,0,0,0,11.7,Dirt,253400
Musanze,Apartment,4,4,124,1993,0,1,0,1,0,0.7,Dirt,141800
Kicukiro,Apartment,2,1,40,2013,0,1,0,0,1,8.5,Tarmac,194300
Kicukiro,Bungalow,2,2,66,1991,0,1,0,0,1,0.5,Tarmac,215900
Gasabo,Townhouse,4,4,135,2017,1,1,0,1,0,1.0,Gravel,299500
Gasabo,Townhouse,5,5,148,2015,1,0,0,1,0,0.9,Tarmac,309000
Nyarugenge,Standalone Villa,2,2,86,2012,1,1,0,1,0,0.5,Tarmac,364500
Kicukiro,Townhouse,3,2,102,2004,0,1,0,1,0,3.1,Tarmac,235200
Kicukiro,Bungalow,3,2,98,2016,0,0,0,1,0,40.0,Tarmac,167400
Nyarugenge,Townhouse,4,3,136,1995,0,0,1,0,1,3.4,Tarmac,341000
Musanze,Apartment,2,2,65,1999,1,0,0,1,0,11.4,Tarmac,138300
Gasabo,Standalone Villa,2,2,40,2019,0,1,1,1,1,1.1,Tarmac,351500
Nyarugenge,Standalone Villa,4,4,112,2018,0,0,1,1,1,4.8,Tarmac,405000
Gasabo,Standalone Villa,2,2,77,1993,0,0,0,1,1,1.6,Tarmac,315300
Musanze,Standalone Villa,3,3,77,1994,0,1,0,1,1,1.7,Gravel,200000
Nyarugenge,Bungalow,3,2,86,1993,0,1,0,1,1,0.8,Tarmac,275300
Huye,Townhouse,3,3,74,2005,0,0,0,1,0,4.5,Dirt,106500
Gasabo,Apartment,3,2,116,2014,0,1,0,0,0,0.6,Tarmac,242300
Gasabo,Apartment,3,3,115,2003,0,1,0,1,0,19.2,Dirt,192000
Gasabo,Standalone Villa,2,2,46,2000,0,0,0,0,0,4.8,Tarmac,296500
